species_representative,mgnify_accesssion,ena_accession,status,reference_genes,core_genes,perc_core_genes,accessory_genes,pangenome_size,number_snvs,geo_diversity,num_genomes_HBC,num_genomes_NCBI,num_genomes_CGR,num_genomes_PATRIC,num_genomes_EBI,num_genomes_HGM,num_genomes_CIBIO,num_ANI97,num_ANI99,num_genomes_total,num_genomes_nonredundant,num_genomes_nearcomplete,num_samples,tax_GTDB,tax_NCBI
GUT_GENOME137680,MGYG-HGUT-02203,ERS3640233,Uncultured,2202,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2,1,1,2,2,2,2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__
GUT_GENOME137688,MGYG-HGUT-02204,ERS3640234,Uncultured,1343,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA5394;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME137702,MGYG-HGUT-02205,ERS3640235,Uncultured,1619,NA,NA,NA,NA,77958,1.06,0,0,0,0,1,4,6,3,8,11,9,5,9,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__
GUT_GENOME137833,MGYG-HGUT-02206,ERS3640236,Uncultured,1765,NA,NA,NA,NA,2668,0,0,0,0,0,2,0,2,2,2,4,2,1,2,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME138026,MGYG-HGUT-02207,ERS3640237,Uncultured,1097,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,1,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__;s__,d__Bacteria;p__Tenericutes;c__Mollicutes;o__Acholeplasmatales;f__Acholeplasmataceae;g__;s__
GUT_GENOME138032,MGYG-HGUT-02208,ERS3640238,Uncultured,1097,NA,NA,NA,NA,8,0.19,0,0,0,0,1,0,2,1,2,3,2,0,2,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__RUG705;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME138139,MGYG-HGUT-02209,ERS3640239,Uncultured,2922,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__CAG-462;s__,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__
GUT_GENOME138452,MGYG-HGUT-02210,ERS3640240,Uncultured,2481,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__
GUT_GENOME138463,MGYG-HGUT-02211,ERS3640241,Uncultured,1324,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,1,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME138467,MGYG-HGUT-02212,ERS3640242,Uncultured,2928,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__
GUT_GENOME138470,MGYG-HGUT-02213,ERS3640243,Uncultured,2381,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae;g__;s__
GUT_GENOME138473,MGYG-HGUT-02214,ERS3640244,Uncultured,1921,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__
GUT_GENOME138767,MGYG-HGUT-02215,ERS3640245,Uncultured,3104,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__
GUT_GENOME138783,MGYG-HGUT-02216,ERS3640246,Uncultured,2446,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__
GUT_GENOME138794,MGYG-HGUT-02217,ERS3640247,Uncultured,2280,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XIII. Incertae Sedis;g__Emergencia;s__
GUT_GENOME138841,MGYG-HGUT-02218,ERS3640248,Uncultured,2930,1681,57.37,8463,10144,311895,0.96,0,0,0,0,16,2,40,19,45,58,45,20,45,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp000436495,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__
GUT_GENOME139027,MGYG-HGUT-02219,ERS3640249,Uncultured,2155,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,1,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__UBA1731;s__,d__Bacteria;p__Verrucomicrobia;c__;o__;f__;g__;s__
GUT_GENOME139096,MGYG-HGUT-02220,ERS3640250,Uncultured,728,NA,NA,NA,NA,12305,0.59,0,0,0,0,2,1,3,3,4,6,3,2,3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__UBA3375;g__UBA3375;s__,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__;s__
GUT_GENOME139119,MGYG-HGUT-02221,ERS3640251,Uncultured,2201,NA,NA,NA,NA,334,0,0,0,0,0,1,1,1,1,2,3,1,0,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
GUT_GENOME139128,MGYG-HGUT-02222,ERS3640252,Uncultured,1794,NA,NA,NA,NA,179570,0.69,0,0,0,0,11,5,9,12,17,25,14,7,14,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__,d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister;s__
GUT_GENOME139132,MGYG-HGUT-02223,ERS3640253,Uncultured,1773,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,1,1,2,1,0,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__
GUT_GENOME139147,MGYG-HGUT-02224,ERS3640254,Uncultured,2135,1402,65.67,3352,4754,94104,0.9,0,0,0,0,38,4,26,6,37,68,37,18,39,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__
GUT_GENOME139178,MGYG-HGUT-02225,ERS3640255,Uncultured,1674,NA,NA,NA,NA,166,0,0,0,0,0,1,1,1,1,1,3,1,0,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__;s__
GUT_GENOME139200,MGYG-HGUT-02226,ERS3640256,Uncultured,1531,NA,NA,NA,NA,17168,0.69,0,0,0,0,1,0,4,4,4,5,4,0,4,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
GUT_GENOME139262,MGYG-HGUT-02227,ERS3640257,Uncultured,1916,NA,NA,NA,NA,34682,0.53,0,0,0,0,4,2,4,2,6,10,6,1,6,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
GUT_GENOME139307,MGYG-HGUT-02228,ERS3640258,Uncultured,2512,1963,78.14,2149,4112,46634,0.32,0,0,0,0,23,1,4,2,11,28,20,13,21,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1691;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
GUT_GENOME139388,MGYG-HGUT-02229,ERS3640259,Uncultured,2725,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae;g__Oscillibacter;s__
GUT_GENOME139392,MGYG-HGUT-02230,ERS3640260,Uncultured,2104,NA,NA,NA,NA,534,0.65,0,0,0,0,1,1,2,1,3,4,2,2,2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__
GUT_GENOME139424,MGYG-HGUT-02231,ERS3640261,Uncultured,1761,NA,NA,NA,NA,170,0,0,0,0,0,1,1,1,1,1,3,1,1,1,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME139458,MGYG-HGUT-02232,ERS3640262,Uncultured,2121,NA,NA,NA,NA,3883,0.69,0,0,0,0,1,1,3,1,2,5,3,3,3,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
GUT_GENOME139568,MGYG-HGUT-02233,ERS3640263,Uncultured,2302,NA,NA,NA,NA,114001,0.7,0,0,0,0,12,4,8,9,18,24,16,4,16,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__,d__Bacteria;p__Firmicutes;c__;o__;f__;g__;s__
GUT_GENOME139627,MGYG-HGUT-02234,ERS3640264,Uncultured,2716,NA,NA,NA,NA,12,0,0,0,0,0,1,1,1,1,2,3,1,1,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_B;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__
GUT_GENOME139634,MGYG-HGUT-02235,ERS3640265,Uncultured,1871,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,1,2,1,0,1,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__,d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__
GUT_GENOME139637,MGYG-HGUT-02236,ERS3640266,Uncultured,1660,NA,NA,NA,NA,23381,1.1,0,0,0,0,5,6,12,4,14,23,15,0,15,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA6984;s__,d__Bacteria;p__Candidatus Melainabacteria;c__;o__;f__;g__;s__
GUT_GENOME139644,MGYG-HGUT-02237,ERS3640267,Uncultured,1127,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,1,1,2,1,0,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-465;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__
GUT_GENOME139646,MGYG-HGUT-02238,ERS3640268,Uncultured,1557,NA,NA,NA,NA,53936,0.43,0,0,0,0,5,4,10,3,14,19,14,9,14,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME139647,MGYG-HGUT-02239,ERS3640269,Uncultured,737,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,1,2,2,1,1,1,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__;s__,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__;s__
GUT_GENOME139699,MGYG-HGUT-02240,ERS3640270,Uncultured,1547,NA,NA,NA,NA,7634,0.6,0,0,0,0,2,1,1,1,3,4,3,1,3,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__UBA11963;s__,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__;s__
GUT_GENOME139700,MGYG-HGUT-02241,ERS3640271,Uncultured,1234,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,1,1,2,1,0,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__
GUT_GENOME139713,MGYG-HGUT-02242,ERS3640272,Cultured (unknown),2242,1540,68.69,5280,6820,114329,1.05,0,0,0,0,13,40,46,7,55,99,60,50,61,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D succinifaciens,d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__Treponema succinifaciens
GUT_GENOME139732,MGYG-HGUT-02243,ERS3640273,Uncultured,1642,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,1,2,1,0,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium;s__
GUT_GENOME139736,MGYG-HGUT-02244,ERS3640274,Uncultured,875,NA,NA,NA,NA,10,0,0,0,0,0,1,1,1,1,1,3,1,0,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Rs-D84;s__,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__
GUT_GENOME139741,MGYG-HGUT-02245,ERS3640275,Uncultured,1480,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME139743,MGYG-HGUT-02246,ERS3640276,Uncultured,1457,NA,NA,NA,NA,37,0,0,0,0,0,1,1,1,1,1,3,1,0,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
GUT_GENOME139744,MGYG-HGUT-02247,ERS3640277,Uncultured,2793,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,1,2,1,1,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
GUT_GENOME139761,MGYG-HGUT-02248,ERS3640278,Uncultured,1386,NA,NA,NA,NA,10401,0.53,0,0,0,0,1,3,3,2,4,7,3,3,3,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__UBA5026;s__,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__;s__
GUT_GENOME139765,MGYG-HGUT-02249,ERS3640279,Uncultured,1308,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,1,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__UBA5026;s__,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__;s__
GUT_GENOME139809,MGYG-HGUT-02250,ERS3640280,Uncultured,2008,NA,NA,NA,NA,33566,0.38,0,0,0,0,2,0,2,2,3,4,2,1,2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME139815,MGYG-HGUT-02251,ERS3640281,Uncultured,1134,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,2,2,1,0,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__UBA1381;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME139825,MGYG-HGUT-02252,ERS3640282,Uncultured,961,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME139828,MGYG-HGUT-02253,ERS3640283,Uncultured,1072,NA,NA,NA,NA,52,0.27,0,0,0,0,1,0,2,1,2,3,2,1,2,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-533;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__
GUT_GENOME139849,MGYG-HGUT-02254,ERS3640284,Uncultured,2157,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,1,1,2,1,0,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME139859,MGYG-HGUT-02255,ERS3640285,Uncultured,1886,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME139860,MGYG-HGUT-02256,ERS3640286,Uncultured,2357,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__
GUT_GENOME139879,MGYG-HGUT-02257,ERS3640287,Uncultured,2016,NA,NA,NA,NA,119,0,0,0,0,0,1,1,1,1,1,3,1,1,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
GUT_GENOME139887,MGYG-HGUT-02258,ERS3640288,Uncultured,2018,NA,NA,NA,NA,35032,0,0,0,0,0,3,3,3,1,3,9,3,3,3,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1081;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
GUT_GENOME139895,MGYG-HGUT-02259,ERS3640289,Uncultured,1189,NA,NA,NA,NA,89,0,0,0,0,0,1,1,1,1,1,3,1,1,1,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-302;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
GUT_GENOME139906,MGYG-HGUT-02260,ERS3640290,Uncultured,1925,NA,NA,NA,NA,90834,1.27,0,0,0,0,3,4,8,3,8,15,9,5,9,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__;f__;g__;s__
GUT_GENOME139923,MGYG-HGUT-02261,ERS3640291,Uncultured,1348,NA,NA,NA,NA,67,0,0,0,0,0,1,1,1,1,2,3,1,0,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-841;s__CAG-841 sp002479075,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME139932,MGYG-HGUT-02262,ERS3640292,Uncultured,1476,NA,NA,NA,NA,61082,1.1,0,0,0,0,3,4,15,4,13,22,15,5,15,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__
GUT_GENOME139991,MGYG-HGUT-02263,ERS3640293,Uncultured,1734,NA,NA,NA,NA,15205,0,0,0,0,0,2,2,2,1,2,6,2,2,2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
GUT_GENOME140003,MGYG-HGUT-02264,ERS3640294,Uncultured,2022,NA,NA,NA,NA,61,0,0,0,0,0,1,1,1,1,2,3,1,1,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
GUT_GENOME140007,MGYG-HGUT-02265,ERS3640295,Uncultured,1298,NA,NA,NA,NA,60,0,0,0,0,0,1,1,1,1,1,3,1,1,1,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__;s__,d__Bacteria;p__Firmicutes;c__;o__;f__;g__;s__
GUT_GENOME140032,MGYG-HGUT-02266,ERS3640296,Uncultured,1551,NA,NA,NA,NA,74,0,0,0,0,0,1,1,1,1,1,3,1,0,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME140043,MGYG-HGUT-02267,ERS3640297,Cultured (human gut),6318,NA,NA,NA,NA,5236,1.07,0,0,1,0,4,5,7,1,3,17,11,8,11,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eisenbergiella;s__
GUT_GENOME140045,MGYG-HGUT-02268,ERS3640298,Cultured (human gut),4463,3331,74.64,2451,5782,19784,0.54,1,0,2,0,9,1,1,2,5,14,13,10,13,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absiella;s__,d__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__
GUT_GENOME140047,MGYG-HGUT-02269,ERS3640299,Cultured (human gut),1696,NA,NA,NA,NA,17323,0.23,0,0,1,0,5,1,0,1,5,7,7,4,7,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Anaerococcus;s__Anaerococcus sp002359915,d__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__
GUT_GENOME140053,MGYG-HGUT-02270,ERS3640300,Cultured (human gut),4389,2922,66.58,4752,7674,131643,0.87,0,0,1,1,23,13,6,7,22,44,32,24,33,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_A;s__Enterococcus_A avium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus avium
GUT_GENOME140065,MGYG-HGUT-02271,ERS3640301,Cultured (human gut),3308,NA,NA,NA,NA,53899,1.01,1,0,1,0,2,1,1,2,5,6,4,3,4,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066135;s__GCA-900066135 sp900066135,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
GUT_GENOME140074,MGYG-HGUT-02272,ERS3640302,Cultured (human gut),2674,1454,54.38,22075,23529,784171,1.35,1,1,4,0,404,251,616,160,920,1277,934,410,934,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii
